	Titel	Datum
0	1375-1392	01-01-1375
2	Eigendomsbewijzen betreffende het huis Ten Putten, gelegen aan de westzijde van de Oudegracht tussen de Gaardbrug en de Romerborgerbrug (nu: Hamburgerbrug). Met lijst, 1375-1796	1375
4	Akte waarbij Wenemaer van Maersen aan Melys haren Amelyssoen van Houweninghen een deel van een huis en hofstede bij het Buurkerkhof naast de steeg van het Buurkerkhof naar de Donkerstraat in erfpacht geeft, 1375. Met geïnsereerd retroactum, 1285	01-01-1285
6	Akte van transport door Henric van Endoghen en zijn vrouw Aleyd aan Hendrik Wegghe van hun rechten op een halve hofstede in de Oudelle, in de Delle naast St. Servaas, aan de westzijde van de Oudelle aan de Steenweg, 1376. Met geïnsereerde retroacta vanaf 1368	01-01-1368
8	Akte van deling, tussen Simon Philipszn van Mattenesse en Jan, zoon van Dirk van Mattenesse, van renten in Mattenesse, 1376	1376
10	Akte van belofte, door Heinrik van den Roeve, aan Jan Lems (of Lenis), tot afstand, voor kartuizers, namens zijn kinderen Dankaart en Ermermit, totdat zij mondig zijn, van land in Woudrichem, 1375Met kopie uit 16e eeuw, 1375	1375
12	Akte van verkoop, door Robbrecht Gijsbrecht Smedszn, aan zijn neef Bouden, van jaarlijkse pacht in Steloe in Oosterhout, 1376	1376
14	1375-02-28. 1375 februari 28 (des woensdaghes na sente Mathijsdach)Schepenen van Heusden oorkonden, dat Mechteld, weduwe Arnt Ywijn Ywijnszn / haar dochter Heilwig / haar zonen Hac en Henrik, voor Ywijn Arnt Ywijn Ywijnsznszn afstand gedaan hebben van:10 morgen land in Garsweide in Oudheusden, die Mechteld van Riede toebehoorden;tevens oorkonden zij gezien te hebben ongedateerde akte, waarbij Arnt voornoemd koper werd van erfgoederen van Herberen van Riede in Heusden en Oudheusden en hij deze weer overdroeg aan Mechteld (1355 mei 11, regestnr 37);ongedateerde akte, waarbij Mechteld voor Arnt voornoemd afstand deed van al haar bezit in Land van Heusden (1356 april 17, regestnr 38)Origineel (inventarisnr 459)Met schepenzegels Dirk Pouwelszn en Jan van BeynenMet transfix van 1384 juli 3 (regestnr 154)	01-01-1375
16	1375-03-03. 1375 maart 3 (des saterdaghes na sente Mathijsdach)Schepenen van Heusden oorkonden, dat Mechteld, weduwe Arnt Ywijn Ywijnszn / haar dochter en haar zonen Ywijn en Hac, voor hun zoon en broer Henrik, afstand hebben gedaan van al hun goederen in Land van Heusden, uitgezonderd die reeds aan Hac, Ywijn en Bertout waren gegeven:6 morgen in Heesbeen / 21/2 morgen, Weerdijk en Geer / 10 morgen in Garsweide / 6 morgen in Gaarsweide in Molenkamp;tevens oorkonden zij gezien te hebben akte van 1356 april 17 (regestnr 38), alsook ongedateerde akte, waarvan melding in akte van 1375 februari 28 (regestnr 107)Origineel (inventarisnr 577)Met schepenzegels Dirk Pouwelszn en Jan van BeyenMet transfix van 1384 juli 3 (regestnr 156)	01-01-1375
18	1375-09-15. 1375 september 14Mechteld, gravin van Bloys en Zutphen, oorkondt dat ze Floris van Gellichem leengoed in Gellicum in de Beemden in eigendom geeft, in ruil waarvoor Floris aan haar in leen opdraagt land in Gellicum in Droemskens Kampen en in de WeverhoekenKopieën van vidimus inventarisnr 1, folio 141-141v, a inventarisnr 2, 1e deel, folio 38v, (G 1)Zie ook regestnr 191	01-01-1375
20	1375-09-17. 1375 september 17Dirk van Polanen, heer van Asperen, geeft vidimus van akte van 1375 september 14 (regestnr 189)Kopieën inventarisnr 1, folio 141-141v, a inventarisnr 2, 1e deel, folio 38v, (G 1)	01-01-1375
22	1375-12-05. 1375 december 5Albrecht, ruwaard van Holland, oorkondt dat schout, schepenen en raad van Geertruidenberg en andere plaatsen schenkingen aan kartuizers tot zekere hoeveelheid zonder onkosten moeten beoorkondenKopie inventarisnr 2, 1e deel, folio 35v, F 19Kopie van vidimus inventarisnr 2, 1e deel, folio 35v, F 19Zie ook regestnr 960	01-01-1375
24	Akten van overdracht van onroerend goed te Nederlangbroek, 1375-1510	1375
26	Akte van kwijtschelding door Johanna, hertogin van Brabant en Limburg, aan de abt en religieuzen der Maria-Munsterabdij te Luxemburg van de cijnsen die zij jaarlijks in de kastelenij van Daelhem moeten betalen. 1357 oktober 26 Met transfixbrief van 22 december 1376 waarin zij verklaart dat voornoemd priviligie in voege blijft. -	01-01-1357
28	Akten van boedelscheiding, 1375-1637	1375
30	HERMANNUS (pastoor van) Peyze, deken van Drenthia, geeft vidimus van de oorkonden van 11 Nov. 1375 en 10 Nov. 1376 (zie regesten Nos. 98 en 101), hem door ZWEDERIS vrouw van Runen vertoond. Anno et die quibus supra (anno a nativitate Domini M°CCC°LXX° nono die tercia mensis Junii). Oorspr. (Inv. No. 241). Het decanaatszegel is verloren. Afschrift in 't cartularium (Inv. No. 1) fol. 45f-verso.	01-01-1375
32	Akte van overdracht voor de hertog van Gelder en leenmannen door Dederik van Lieck aan Johan van Odenrade van een rente van 22 malder rogge uit de tiende van Echt	1376
34	"Akte van uitwinning van de nagelaten goederen van Cannarts, gelegen in de ""quade vlyegenstraete"", door Arnoldus van Ghynderen, rentmeester van het kapittel van Onze-Lieve-Vrouw, wegens wanbetaling van de verschuldigde rente, 1375"	1375
36	Akte van overdracht door Johannes de Echt, rector van het altaar van de H. Andreas, aan Henricus de Penre van een huis in de Hondstraat te Maastricht, toebehorend aan het altaar van de H. Andreas, voor een rente van 5 mark 's jaars, 1376	1376
38	Akte van uitgifte in erfpacht door Martinus Egidii de Hoelbeke, rector van het altaar van de H. Nicolaas, aan Henricus, genoemd Ackerman, van 7 morgen land, gelegen onder Bemelen, op de plaats genoemd Ter Blyt, 1375	1375
