	Titel	Datum
0	Bul van de Leidse Universiteit voor Boudewijn Donker Curtius als doctor in de wis- en natuurkunde	1826
2	Bul van de Leidse Universiteit voor Boudewijn Donker Curtius als meester in de rechten	1826
4	Stukken betreffende de verheffing in de adelstand door koning Willem I van Jacob Constantijn Martens, 1826-1830	1826
6	Akte van schenking door de erfgenamen van Willem van der Esch aan Pierre Guillaume Louis Quarles de Quarles (1758-1826) en zijn zus Henriette Philippine Wilhelmina Frederique (1760-1822) van een huis, erf en tuin genaamd Onderduyn achter de kerk, 1784, met retroacta betreffende de verkoop vanaf 1692	01-01-1692
8	Erfpachtbrieven van een stukje land in Hoograven bij het Galgeveld, 1738-1811. Met enige stukken betreffende het overlijden van de erfpachter Arie Lankhaar, 1826	1738
10	Akten van erkenning in de Nederlandse adel door koning Willem I voor Jacob, Hessel en Adriaan Hendrik Lauta van Aysma	1825
12	Doctorsbul voor Adrianus Theodorus Prins, gepromoveerd in de rechtswetenschap aan de universiteit te Leiden	1826
14	Stukken betreffende de eigendom van een huis met erf en tuin aan Emaus, afkomstig van Johan Gothfried Link en Hermina Tubbing	1761
16	Stukken betreffende de eigendom van een tuin aan de Klapscheweg, afkomstig van Hendrik Janssen en Maria Pinkert, echtelieden	1790
18	Stukken betreffende de eigendom van een stuk land aan de Tonnenberg, afkomstig van Jacobus Derkzen en Sophia van Betuw, echtelieden	1768
20	Stukken betreffende de eigendom en het beheer van een huis met berg en bouwland aan de Deventerscheweg, afkomstig van Alexander Peeters en Johanna Jansen, echtelieden	1768
22	Stukken betreffende de eigendom van een huis, twee schuren en grond aan de Sint Jansbeek, afkomstig van de familie van der Sande	1754
24	Stukken betreffende de eigendom van het goed de Waterberg met toebehoren en het goed de Kluis met toebehoren, afkomstig van mr. Arnold Antoni Gaijmans	1746
26	Stukken betreffende de eigendom van drie tuinen buiten de Sint Janspoort, afkomstig van Rutger Reijnders	1781
28	Stukken betreffende de eigendom van een stuk land bij Alteveer, afkomstig van Johannes Hendricus Franciscus Nepomucenas Maijen en Jenneke van Wijk, echtelieden	1807
30	Stukken betreffende de eigendom en het beheer van een stuk land in Terhoevens Enk met woning en tuin, een schuur en erf bij de Bakenbergseweg, twee heggen en beukebomen, afkomstig van mr. Derk Willem Gerard Johan Hendrik Brantsen	1631
32	Stukken betreffende de verheffing in de adelstand van Gerard Johannes Beeldsnijder, met genealogie en aftekeningen van wapens, 1816-1826; met als retroakte het diploma van adeldom afgegeven door koningin Christina van Zweden voor Wijer van Mathenes genaamd Beeldsnijder, 1652	1652
34	Doctorsbul in de rechten van de Academie te Leiden voor J.P.J.Th. Brantsen, 1826. 1 charter	1826
36	Testamentaire dispositie van de kinderen van de echtelieden, Henrick.., dat ingeval.., zonder wettige geboorte na te laten kwam te overlijden, de goederen zullen komen op de huisarmen te Hasselt. Een gedeelte is afgescheurd, zodat de juiste inhoud en het jaar niet zijn op te maken. Zegels ontbreken, ? September 11 o.s. (Geschiet binnen Hasselt, een elliften September stylo antiquo). 1 charter	01-01-1252
38	David Hulsener en Mechtelt Coeps, echtelieden, bekenen vorkocht te hebben aan Arent van Ruitenburch en Geertruit Berch, echtelieden, een rente van 45 goudgls. 's jaars uit hun huis, in de Oudestraat te Kampen. Geschied voor Roloff van Langen en Gerhardt van Santen, schepenen van Kampen. Gezegeld door de schepenen. Met 1e zegel, z.j. 1 charter	01-01-1252
