	Titel	Datum
0	Akte betreffende het vruchtgebruik van leengoederen c.s. nagelaten door Philips van Pipenpoy door zijn natuurlijke zoon. 1505	01-01-1505
2	Akte van consent van hertog George van Saksen aan het klooster om een rente te kopen, 1505.	01-01-1505
4	Stukken betreffende de betaling van vergoedingen voor doodslag, 1454-1506.	01-01-1454
6	Akte waarbij Pybe Poppema wordt aangenomen als convers, 1506.	01-01-1506
8	Overeenkomst of wandelbrief tussen Johan, heer zu Schwartzenberg, Würtz- burgischer Hoffmeister, en Michael von Seinsheim, domheer te WIIrtzburg.	1505
10	Leenbrief waarbij Hans v. Gruinbach van Georg en Heinrich, hertogen van Saksen in leen verkrijgt de goederen die Wilcke (Uilke) Ringia wegens rebelsheid verbeurd had	1506
12	Koopbrief waarin Sibbel Sybetsma te Leeuwarden land in de Galgefenne te ... verkoopt aan Peter Janszn. cum ux., oudfries,	1505
14	"Lettre de GhIIain de Noyelle, concernant un bail en fourme ""d'arrentement"", d'un champ à Calonne (bedoeld wordt waar schijnlijk een eeuwige rente)"	1505
16	Akte van transport door Lubbert van Alenderp aan Dirck Knoop van de huizen Groot en Cleyn Lijsesteijn aan de westzijde van de Oudegracht bij de Bakkerbrug, 1506. Met retroacta 1487-1491	01-01-1487
18	Onderhandse akte waarbij Johan Symonszoon belooft ten overstaan van het gerecht van Utrecht zijn aandeel in een huis c.a. aan de noordzijde van de Wittevrouwenstraat, dat op zijn vrouw Clemeyns Huge Foeytendr. is vererfd via haar moeder Alyden, te zullen transporteren aan Peter Evertszoon, 1506	1506
20	Magescheid tussen Gijsbert van Lantscroen en zijn nichten Styne en Janna van Kolveschoten en Wouter Buys, man van Janna, erfgenamen van hun moeder Katrijn van Kolveschoten, over het goed Kolveschoten, 1506. 1 charter	1506
22	Schepenakte van transport door de executeurs-testamentair van Claes Jansz. aan de heilige geestmeesters van een stuk land gelegen in Papendrecht, 1519, met schepenakte van bekrachtiging	1505
24	Akte van bevestiging door Philips de Schone als hertog van Brabant van Bertruijden van Wijk, weduwe Willem van Haastrecht, in bezit gruit van Drunen dat zij had gekocht van Claas Van Essche, 1506	1506
26	1505-10-18. 1505 oktober 18Schepenen van Heusden oorkonden, dat Adriaan Beukelaar / Dirk Willem Goossenszn / Jan Peter Beukelaarszn / Sophia, weduwe Peter Beukelaar / en Heilwig Peter Beukelaarsdr ,afstand hebben gedaan, voor Jan van den Bosch, prior Mariëndonk, van:31/4 morgen met huis in HeesbeenOrigineel (inventarisnr 264)Met schepenzegels Gerit Steven Blankaarts, dat van Adriaan Duls Geritszn is afgevallenGehecht aan akte van 1415 februari 27 (regestnr 390)Datum luidt: 'Opten achtienden dach'Kopie in groot cartularium (inventarisnr 120) pagina 228. Deze kopie heeft waarschijnlijk foutieve datering: 'opten achten dach' of 'opten achtien dach'Gevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 72r Datum: 'Opten achtienden dach'	01-01-1505
28	1505-12-02. 1505 december 2Richter en heemraden van , Willem Adriaanszn / Jan Anthoniszn / Klaas Aartszn, oorkonden, dat Jan Ypelleer in Heusden, heeft overgedragen aan Jan van Bommel, keldermeester Mariënkroon:7 hond op de Hil in BabyloniënbroekOrigineel (inventarisnr 166)Met zegels oorkondersGevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 102r	01-01-1505
30	1505-12-02. 1505 december 2Schepenen van Heusden oorkonden, testament van 1503 maart 24 gezien te hebben, gezegeld door schepenen van Heusden en ondertekend door Simon van Coudenboirch, secretaris van 's-Hertogenbosch, als notaris, waarbij Robbert Jacob Hugensznszn vermaakt heeft aan:pastorie kerk Sint-Catharina in Heusden erfrente van 1 Hollandse schild, uit huis aldaar, om voor hem anniversarium te laten houden;tevens geven zij vidimus van akte van 1466 maart 8 (regestnr 1130)Origineel (inventarisnr 673)Met schepenzegels Adriaan Geritszn en Hugo Spierink RobbrechtsznOp rugzijde: '25 stuferi monete et solvit actu Gooswin Martini. Scutum Wilhelmi Hollandie legatum per Robbertum Jacobi et solvit Gooswin Martini ex domo quondam Gerardi Conrardi'	01-01-1505
32	1506-03-28. 1506 maart 28Schepenen van Heusden, Willem van Gent en Adriaan Klinker, oorkonden, dat Adriana, weduwe Gijsbert Godertszn van den Greyndt / haar zonen Antonis en Robbert / Willem Willemszn, als man en voogd van Mechteld Gijsbert Godertsznsdr, afstand hebben gedaan van:5 hond onder Herpt, voorr Jan van den Bosch, prior Mariëndonk;verklaren zij gezien te hebben akte van 1462 januari 27, waarbij Godert Robbenszn van den Greyndt / zijn zonen Robbert en Adriaan / Jan Gijsbert Wellenzn, als man en voogd van Kathelijne Godert Robbensznsdr van den Greyndt, hiervan afstand deden, voor Gijsbert Godertszn van den Greyndt;akte van 1502 maart 1, waarbij Adriaan Gijsbertszn hiervan afstand deed, voor Vos GijsbertsznKopie in groot cartularium (inventarisnr 120) pagina 237Gevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 51v	01-01-1506
34	1506-06-06. 1506 juni 6Schepenen van Heusden oorkonden, dat Godert Dirk Petersznszn aan de pastoor van Heusden voor pastoorsprebende heeft overgedragen:erfcijns van 1 rijnsgulden, uit erf in Herpt, waarbij Aart Buekelair borg blijft en pastoor zich verplicht tot jaarzang voor Margriet, echtgenote van Godscalck BuekelairOrigineel (inventarisnr 661)Met schepenzegels Adriaan Klinker en Jan van OudheusdenMet transfix van 1529 juni 7 (regestnr 1821)	01-01-1506
36	1506-06-20. 1506 juni 20Schepenen van Heusden oorkonden, dat Jan Peterszn heeft beloofd, aan Margriet Geritsdr:cijns van 11/2 rijnsgulden uit huis in Heusden aan HoogstraatOrigineel (inventarisnr 426)Met fragment-schepenzegels Herman Gieliszn en Jan van OudheusdenGevidimeerd in Hollands Boek van vidimus (inventarisnr 87) folio 154v	01-01-1506
38	1506-07-27. 1506 juli 27Schepenen van Heusden geven vidimus van akte van 1487 maart 18 (regestnr 1463)Origineel (inventarisnr 223)Met schepenzegels Willem van Gent en Adriaan KlinkerGehecht aan akte van 1489 februari 5 (regestnr 1491)Gevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 112v	01-01-1506
