	Titel	Datum
0	Akte van opdracht van een erfrente (te Mechelen), 1556	01-01-1556
2	Codicil van dezelfde	1556
4	Decreet van het Hof van Friesl., opdat pastoor en kerkmeesters van Deinum 2 zates aan Foppe Camstra en Hessel Feitsma mogen verkopen teneinde de klokketoren van de kerk te Deinum te kunnen bouwen	1555
6	Koopen consentbrief, waarin Sybe Taeckes land in Abbingazate te Britswerd verkoopt aan Pieter Waltha	1555
8	Institution d'une rente par Francois de Noyelle à Thieri de Broncknorst, de Batenburg d'Anholt et Isabeau de Noyelle	1555
10	Lettre d'appoinctement pour l'institution d'une rente entre Dirck van Broncknorst, heer van Anholt et Isabeau de Noyelle et Francois de Noyelle	1555
12	Patente par Charles V de gouverneur de Bethune pour Francois de Noyelle	1555
14	Patente par Philips II de gouverneur et capitaine de la ville Hesdinfort pour Francois de Noyelle	1556
16	Patente par Philip II, par lequel Francois de Noyelle est nommé bailly de Hesdin	1556
18	Huwelijkscontract van Charles de Bourgogne, heer van Sommelsdijk enz., en Johanna van Culemborg	1556
20	Akte, waarbij Philips II, koning van Spanje etc. aan Hendrik van Isendoorn à Blois, edelman van het huis van Karel V, een jaargeld van 200 Vlaamse ponden toekent, 1556. 1 charter	1556
22	Akte van aankoop door Johan van Isendoorn van de hof te Ochten, leenroerig aan Gelderland, gelegen te Ellekom, 1555. 1 charter	1555
24	Akte, waarbij Johan van Groesbeeck en zijn vrouw Berta van Goor, heer en vrouwe van Heumen, Malden, Beek en Groesbeek, aan hun zoon Zeger van Groesbeeck en diens vrouw Josina van Tuyl wegens de door Zeger gemaakte onkosten bij de bouw van een huis en de ontginning van land te Groesbeek overdragen de bouwhof den Bongart, het bos het Vijltgen, de hof opten Moelenberch en alle andere bezittingen in de heerlijkheid Groesbeek, uitgezonderd de hoogheid, de windmolen, de bouwhof de Lupaert, hef gebruik van de heide, schildbreuken etc, 1555. 1 charter	1555
26	Akte, waarbij de mombers van de onmondige kinderen van wijlen Johan van Groesbeeck en Sophia van Stommel een overeenkomst aangaan met Hendrik van Isendoorn à Blois, man van Sophia vnd., waarbij deze de schulden van Johan vnd. ten bedrage van 10.817 1/2 gulden Brabants op zich neemt, 1556. 1 charter	1556
28	Stukken betreffende de regeling van de nalatenschap van Johan van Groesbeeck tussen de mombers zijner kinderen en Hendrik van Isendoorn à Blois en diens vrouw Sophia van Stommel, weduwe van Johan vnd., 1556-1558. Met minuut van de akte van 1557. 4 getransfigeerde charters en 1 stuk.	01-01-1556
30	Commissie voor Ricquin van Essen als dijkgraaf van Veluwe (reg. nr. 159), 1555. 1 charter	1555
32	Akte, waarbij Johan van Rossem, heer tot Broekhuizen, volmacht geeft aan zijn zoon Jan van Rossem en zijn neef Hendrik van Isendoorn inzake de nalatenschap van zijn broeder Marten van Rossem, 1555. 1 charter	1555
34	Akte, waarbij Johan van Rossem volmacht geeft aan zijn neef Hendrik van Isendoorn om van de keizer alle achterstallige betalingen in ontvangst te nemen, die deze verschuldigd was aan Marten van Rossem voor zijn als veldheer bewezen diensten, 1555. 1 charter	1555
36	Akte, waarbij koning Philips II als hertog van Gelderland toestemming geeft aan Margriet van Rossem, weduwe van Johan van Isendoorn, over haar leen- en allodiale goederen te disponeren, 1556. 1 charter	1556
38	Franse nieuwjaarswens van M.H. van Berchuys te 's-Hertogenbosch aan haar oom en tantes, (midden 18e eeuw)	1555
