	Titel	Datum
0	Het goed de Eekte, 1835. Met ouder eigendomsbewijs, 1693 1 charter	01-01-1693
2	Bul van de Rijksuniversiteit Utrecht waarbij hij promoveert tot doctor in de geneeskunde, 1835, met aantekening van visie door de provinciale en plaatselijke commissies van geneeskundig toevoorzicht, 1836	01-01-1835
4	Stukken van Gerrit Moll, 1804-1836	1804
6	Bul van het Trinity College te Dublin, waarbij hem het eredoctoraat in de rechten wordt toegekend, 1835	1835
8	Akte van transport door Catharina van Campen, vrouw van Pieter Cromp en wonende te Goes, aan burgemester Adriaan Eversdijk van enige verbeterde tienden gelegen in 's-Heer Arendskerke, 171. 1 charter	01-01-1619
10	Stukken betreffende de nalatenschap van Dieuwke Faber, 1783-1792, z.j. Met retroacta, 1705, 1736, 1739, 1753, 1756, 1760-1761, 1767, 1769-1773, 1776, 1780, 1782, en met bijlage, 1836	1705
12	Stukken betreffende de studententijd van Johannes Gerardus Julianus van Ittersum te Utrecht, 1827-1836.	1827
14	Akte van creatie waarbij Rudolph Anne Julius van Ittersum wordt benoemd tot notaris met de standplaats Loenen, 1835.	1835
16	Stukken betreffende panden aan de Nieuwehaven	1606
18	Stukken betreffende panden aan de Slikvaart	1634
20	Stukken betreffende panden aan het Westnieuwland	1560
22	Akte van overdracht door Frederik de Ridder aan George Godard Henry van Reede van een hofstede genaamd Het Panhuis, 1835, met retroakten vanaf 1788	01-01-1788
24	Extract van een proces-verbaal van publieke verkoop door de erfgenamen van Edske Popkes Smid en Imke Huisman e.l. bij Groningen aan Johan Hendrik Quintus van twee zitplaatsen in de Martinikerk	1761
26	Diploma voor Pieter Blussé voor het behalen van de meestertitel in beide rechten	1835
28	Akte van toekenning van de 'Croix de fer' door de koning van België vanwege zijn gijzeling bij het gevecht te `Sainte Walburge' op 30 september 1830	1835
30	Stukken betreffende een legaat van Hendrik luttenberg, ten behoeve van de statie in de koestraat te Zwolle, uit een kapitaal in leen gehouden door de erfgenamen van Arnoldus Helmich, die tevens daarin gerechtigd zijn, 1790-1836. Met retroacta, 1760-1784.	1760
32	Stukken betreffende een huis aan de oostzijde van de Korte Nieuwstraat bij het Oudmunsterkerkhof. Met retroacta, 1646-1723, 1752, 1836	1646
34	Stukken betreffende een perceel grond aan de zuidzijde van de Mariaplaats waarop twee huizen gebouwd zijn, en een huis aan de Walsteeg, 1692-1693, 1738, 1764-1765, 1772, 1825-1826, 1832, 1836	1692
36	Stukken betreffende de verwerving en het bezit van land en boerderijen onder Muiden, waaronder De Stolp, met retroacta, 1691-1835, z.j.	1691
38	Stukken betreffende verkoop en overdracht van het huis Noordborch met bijbehorende landerijen, 1683-1835	1683
