	Titel	Datum
0	"Akte waarbij Peter Kruisgen als voogd over Everhard van Haren van het convent van de Augustijnen te Aken een eeuwige rente van een hoeveelheid rogge, gaande uit een aan Everhard toebehorende boerderij op de ""Kraeborn"", afkoopt, gepasseert voor rechter en schepenen van de stad, 1535"	01-01-1535
2	Akte van transport door Elyzabeth, weduwe van Gerijt Knijff, en Agatha, weduwe van Willem Foeyt, aan Andries van Venroy van een kamer aan de zuidzijde van de Herenstraat, 1536	1536
4	Akte van transport door Peter die Meyster aan Steven van Cronenborch van een huis op de St. Maartensdam (nu: Pausdam) met een uitgang op de Winssensteeg (nu: Herenstraat), 1536	1536
6	Acte van huwelijksvoorwaarden tussen Cornelis van Leeuwen Aertsz. en Elzabee Zalms, 1535. 1 charter	1535
8	Schepenakte waarbij door Matthijs Willemsz. verklaard wordt dat hij een sloot zal graven voor Agnes van Ratingen	1536
10	Schepenakte waarbij de erfgenamen van Daniel Jacopsz. Oem veroordeeld worden tot het bijdragen in de kosten van de bedijking van een uiterwaarde in Heinenoord	1536
12	Vidimus van akte van overdracht uit 1463, door Heinrik Dirkzn, aan Heinrik van Oersoy, procurator, van land in Muilkerk, 1536Tevens akte van vercijnzing van dat land, door procurator Heinrik, aan Heinrik Dirkzn, 1536	1536
14	Akte van uitwinning, door Willemke Roelofsdr, van Giellis Dirkszn en Heinrik Neyen, van land op Rietvelt, 1536	1536
16	Jan, Hendrik en Pauwel van Nassau, enerzijds en Jan van Ockeron en Nicolaas Dobbermond, hoofdmeester van graven van Nassau, anderzijds, sluiten overeenkomst over versterking en verlenging en gebruik van muur tussen hun in Veterstraat in Breda naast elkaar gelegen hofsteden en erven met oog op herbouw van hun huizen, 1536	1536
18	Hendrik H. van Nassau, voor zich, als gemachtigde van zijn broeder Jan, en zijn broeder Pauwels vervangende, draagt op aan Diederik Zeeszin, rentmeester van graaf van Nassau, hofstad met plein, hof en erf, waarvan huis in juli 1534 verbrandde, en hofstad met plein, hof daarnaast, waarop kleine huis mede verbrandde, alles in Veterstraat in Breda, 1536	1536
20	1535-04-28. 1535 april 28Willem Jacobsz van Cuijk en Boudewijn Willemsz van Wijk, schepenen van Heusden, oorkonden, dat Jan Gijsbert Godertsznsz zich verbond tegenover Cornelis Jansz de Weert, tot losbare erfcijns van 5 gulden uit 2 morgen land met huis onder Hedikhuizen in HaarsteegGegeven in 't jair ons Heeren vijftienhondert vijf ende dartich opten acht ende twyntichsten dach in AprilleOrigineel (inventarisnr 138)Met zegels schepenenMet transfix van 1539 maart 19 (regestnr 347)	01-01-1535
22	1536-12-09. 1536 december 9Aart Jansz Ketelaar en Joost van Veiborg, schepenen van Heusden, oorkonden, dat Willem Gerit Jansznsz zich verbond tegenover Hugo Spierink van Veen, tot losbare erfcijns van 3 gulden uit huis en hofstad ( = bouwkavel) in Heusden in de Smeetstraat en uit 8 hont onder Hedikhuizen in de EsscheGegeven in 't jair ons Heeren vijftienhondert sesse ende dartich opten negenden dach in DecembriOrigineel (inventarisnr 94)Met transfix van 1546 november 7 (regestnr 386)	01-01-1536
24	1536-08-06. 1536 augustus 6Rechter en heemraden van Muilkerk geven vidimus van akte van 1463 november 15 (regestnr 1066)Origineel inventarisnr 170	01-01-1536
26	1535-09-25. 1535 september 25Schepenen van Heusden oorkonden, dat Rembout Godertszn heeft verklaard, dat, hoewel hem Klaas Buis Henrikszn op 1528 januari 31 (regestnr 1818) heeft overgedragen 13 hond onder Herpt in Herpterbroek, dit land toebehoort aan klooster Mariëndonk, daartoe gemachtigd door graaf van Nassau, als Heer van Heusden op 1530 december 24Origineel (inventarisnr 323)Met schepenzegels Willem Jacobszn van Cuijk en Rembout GodertsznGehecht aan akte van 1457 juni 15 (regestnr 1001)Gevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 31v	01-01-1535
28	Akte van belening vanwege de heer van Culemborg van Dirk Joostenz. met 6 morgen land in Maarssenbroek, 1535	1535
30	Schepenbrief van Heel, waarbij Johanna van Montfort, weduwe van Johan van Goer, stichtingen maakt in de kerk van Heel	1536
32	Vidimus door Ricaldus de Petersheim, deken van het kapittel van Onze Lieve Vrouw van Maastricht, van het charter van non-prejuditie van 23 maart1536 door keizer Karel V aan de ingezetenen van die stad verleend, 1538, 13 juli;	1536
34	Verklaring van Jan Corneliszn. en Cornelis Huygenszn., voor de schepenen van Dordrecht, inzake de aardhaling ten behoeve van de dijkverbetering uit de binnenpolder in plaats vanuit de buitengronden	1535
36	1536 December 13Burgemeesters en schepenen van Brugghe doen te weten, dat Willem de Ghendt, poorter aldaar, en zijne echtgenoot jonkvrouw Dyonora Moreels dochter elkander volmacht geven om voor burgemeesters en schepenen 's lands van den Vrije der stad van der Nieupoort en daar waar het noodig wezen mocht verschillende partijen lands met daarop staande huizen en boomen en met schorren en dijken binnen het ambacht van Camerlijncx in de parochie van Westhende, in de parochie van Leffinghe en in de stad Nieupoort te verkoopen. Ghemaect ende ghegheven den derthiensten dach van Desember int jaer ons Heeren duust Vc zes ende dartich. Opgenomen in een vidimus van burgemeesters en schepenen der stad Nieupoort d.d. 1537 Januari 31 (zie nr. 493):	1536
38	Akten van attestatie door de rector van de universiteit van Keulen betreffende de studie van Aernout en Hubert van Buchel, kanunniken te Utrecht, aan de universiteit aldaar, 1525, 1536	1525
