	Titel	Datum
0	Vidimus van een akte uit het archief van het Domkappitel van het Stadsbestuur van Utrecht, gegeven aan de Staten der Ommelanden van een transumpt d.d. 1531 november 17 van de akte van schenking d.d. 1025 Juli 26 door Koning Koenraad II aan de Utrechtse kerk van het Graafschap Drente. 1580	01-01-1025
2	Akte van overdracht door Johan van Here, schepen van Maastricht, aan het kapittel van een mark jaarcijns op een huis in de Heggenstraat, voor het jaargetijde van Dyrich van Rodenrijt en zijn ouders. Met akte van ruil van deze jaarcijns, 1423., 1400 maart 12. reg. Doppler Schep. nrs. 1026, 1027	01-01-1026
4	Akte van arbitrage door Arnoud van Horn, bisschop van Luik, in het geschil tussen bisschop Floris van Wevelinkhoven en Hendrik III, burggraaf van Montfoort, over de hoge rechtsmacht in het Land van Montfoort en andere rechten, 1387, in tweevoud, met andere akten rond deze kwestie, 1387, 1388. Deels in tweevoud	01-01-1025
6	Akte van arbitrage door Neapoleo, kardinaal-diaken van Sant'Adriano, in het geschil tussen bisschop Frederik van Sierck en Floris van Jutphaas, proost en aartsdiaken van de Dom, over hun bevoegdheden in de rechtspraak inzake geheime huwelijken, 1321. Met akten betreffende de onderwerping aan de uitspraak door partijen, 1321, 1322	01-01-1025
8	Akte van arbitrage door Arend van Arkel in het geschil tussen bisschop Jan van Arkel en Zweder, heer van Voorst, onder andere over door beide partijen gekochte goederen van het klooster van Essen, 1349. Met een verklaring van de abdis en het convent van Essen ten behoeve van de bisschop van Utrecht inzake hun rechten en plichten ten aanzien van hun goederen in Salland, 1277. Vidimus door notaris Arnold Loef van Westrenen, 1336	01-01-1025
10	Akte van arbitrage door de Domproost, de Domdeken en Johan de Wale, burger van Utrecht, in een geschil tussen bisschop Floris van Wevelinkhoven en Willem, heer van Abcoude en Duurstede, over een rente die de bisschop schuldig is uit de tol te Rhenen, 1382. Met akte van verkoop door de bisschop van land in de Kleine Koppel bij Utrecht om daarmee de rente te kunnen afkopen, 1383, en akte van kwijting door Willem van Abcoude wegens de afkoop, 1383, in tweevoud	01-01-1025
12	Akte van afstand door Albrecht, ruwaard van Holland, ten behoeve van het Sticht van zijn aanspraken op de rechtsmacht van Vreeswijk, die hem vóór de Hollands-Stichtse oorlog toebehoorde, 1375. Met vidimus door Willem van Angeren, burgemeester van Utrecht, 1376	01-01-1025
14	Akte van overeenkomst tussen bisschop Jan van Diest en burgemeesters, schepenen en raad van de stad Utrecht om elkaar bij te staan in geval van oorlog, in het bijzonder tegen Jan van Lichtenberg, en geen afzonderlijke vrede te sluiten, 1329. Met vidimus door Hendrik van Jutphaas, Domdeken, 1335	01-01-1025
16	Akte van verbintenis door Zweder III, burggraaf van Montfoort, om zich te houden aan de door de bisschop van Luik tot stand gebrachte overeenkomst tussen zijn voorganger Hendrik III en bisschop Floris van Wevelinkhoven, 1405. Fragment. Met akten waarbij Jan II en Jan III, burggraven van Montfoort, eenzelfde verbintenis aangaan, 1413, 1461 (in drievoud)	01-01-1025
18	Akte van belening door bisschop Willem Berthout van Klaas van den Velde met het huis Beverweerd en bijbehorend land en met het gerecht en de tienden van Oud-Kamerik, om het te houden als dienstmansgoed, 1296. Met akte van opdracht van het huis door zijn zoon Gerrit aan bisschop Gwijde van Avesnes, 1307	01-01-1025
20	Akte van verbintenis door Jan van der Haar om bisschop Floris van Wevelinkhoven ander land als leen op te dragen, als de hoeve land bij de Veenbrug te Vreeland, die zijn vrouw Aleid in leen houdt van het Sticht, bedorven wordt door de oprichting van een steenoven, 1389. Met retroakte, 1325. Vidimus door Hendrik van Loenersloot, deken van het kapittel van St. Jan, 1343	01-01-1025
22	Akte van verbintenis door Bruenis Gerritsz. en zijn vrouw Lijsbeth om het vruchtgebruik van 29 morgen land te Vechten, nagelaten door Lijsbeths broer Hector Knoop, te geven aan diens schoonzoon Simon Alenberg, met verzoek aan de bisschop om bevestiging door middel van een transfix, 1507. Met akte van bevestiging door bisschop Frederik van Baden, 1508 jan. 31	01-01-1025
24	Akte van toestemming door bisschop Jan van Sierck aan Filips Hendriksz. van Almelo om zijn leengoederen te mogen houden als hij in de geestelijke stand treedt en te mogen legateren aan zijn neef Egbert van Almelo, 1293. Met vidimus door bisschop Willem Berthout, 1296	01-01-1025
26	Akte waarbij bisschop Frederik van Sierck voor de duur van zijn episcopaat aan Otto, graaf van Tecklenburg en Diepenheim de voogdij van Metel afstaat, 1320. Met vidimus door Otto, heer van Ottenstein, van een akte van bekrachtiging door keizer Frederik I d.d. 4 mei 1173 van een overeenkomst tussen de bisschop van Münster en Simon, graaf van Tecklenburg, over deze voogdij, 1320	01-01-1025
28	Akte van schenking door keizer Hendrik II aan de Utrechtse kerk van het graafschap Drenthe, 1024 juni 3. Vidimus door de officiaal van de bisschop, 1419 april 24. In tweevoud	01-01-1025
30	Akte van schenking door koning Koenraad II aan de Utrechtse kerk van het graafschap Drenthe, 1025 juli 26. Fragment. Met vidimus door de officiaal van de bisschop, 1419 april 24. In tweevoud	01-01-1025
32	Akte van schenking door koning Hendrik III aan de Utrechtse kerk van een goed in het dorp Groningen, gelegen in het graafschap Drenthe, met grafelijke rechten, munt en tol, 1040. Met vidimus door de officiaal van de bisschop, 1419. In tweevoud	01-01-1025
34	Akte van uitgifte in erfpacht door het kapittel van het kapittel van St. Jan aan de postulaat Rudolf van Diepholt van een huis en hofstede op St. Jans Nieuwecamp, voorheen in erfpacht gehouden door Hendrik of Frederik Haeck, 1429. Met vidimus door het gerecht van Utrecht d.d. 12 april 1429 van een vidimus door het gerecht d.d. 10 mrt. 1429 van akten van toewijzing wegens wanbetaling en ontruiming door het gerecht ten behoeve van het kapittel van St. Jan d.d. 31 jan. 1428 en 27 jan. 1429	01-01-1025
36	Akte van overeenkomst tussen bisschop Frederik van Blankenheim en Reinald van Coevorden over de goederen die laatstgenoemde in pand hield, 1397. Met akten betreffende de overdracht door Reinald aan de bisschop van het kasteel, de stad en de heerschappij van Coevorden en het land van Drenthe, 1402	01-01-1025
38	Akte waarbij Albrecht van Beieren, ruwaard van Holland, uitspraak doet tussen Gijsbert, heer van Abcoude, en Dirk van Kronenburg over de betaling van een jaarlijkse rente uit een goed te Loenersloot, 1359. Met akte van kwijting door Gijsbert, heer van Abcoude, voor zijn zoon Zweder voor het bedrag dat deze ontvangen had van Willem van Kronenburg voor bedoeld goed, dat als onderpand had gediend voor een lening aan Willem IV, graaf van Holland, 1372	01-01-1025
