	Titel	Datum
0	Register van charters van het kapittel, (einde van de 16e eeuw)	1085
2	Inventaris van de charters, (1e helft van de 17e eeuw)	1085
4	Register houdend afschriften van charters betreffende de proosdij, (einde van de 15e eeuw)	01-01-1085
6	Acquitten tot de rekeningen van de kameraar, 1629, 1632, 1637, 1651, 1707-1720, 1730, 1734, 1758-1782, met enkele andere stukken van financiële aard, 1618-1677	01-01-1085
8	Pachtakten van 26 morgen 19œ roede land (met tiend) te Slachtmaat en 11 morgen land te Vechten, 1549-1595, met stukken betreffende gerechtelijke invordering van achterstallige pacht, 1651-1757	01-01-1085
10	Sententie van het Hof van Utrecht in het proces van het kapittel tegen Mr.Adriaen Dircksz., pensionaris van Delft, over het vervallen van diens recht van erfpacht op 11 morgen land te Alphen en 8 morgen te Zwezereng omdat hij verzuimd had het laatstgenoemde land dat uitgegraven was volgens de pachtvoorwaarden weer tot bouwland te maken, 1567, met stukken betreffende het proces voor het zelfde Hof tot vernietiging van dit vonnis, 1568-1569	01-01-1085
12	Stukken betreffende het verzet van het kapittel tegen de inbezitneming door Hendrik Daelman van de proosdij, 1468-1471, met volmacht van Daelman op de bisschoppelijke officiaal en andere tot uitoefening van de hem door de paus op de proosdij toegekende rechten, 1465	01-01-1085
14	Gerechtsbrief van Schalkwijk, toewijzend aan het kapittel tegenover Hendrick Gijsbertsz. een halve hoeve land aldaar, 1447, met bevestigende uitspraak van bisschop Roedolph, 1453, en retroacta, 1397	01-01-1085
16	Akte van overdracht van 10 morgen land in het Overeind van Jutphaas, 1436, met retroacta, 1426, 1431, bijbehorende pachtakten, 1452-1590, en een akte van verkoop, 1776	01-01-1085
18	Akte waarbij deken en kapittel en schenking onder beding van vruchtgebruik aanvaarden van de Gulden Hoeve met 19 morgen land, gelegen in verschillende percelen te Maarssen, 1377, met retroacta en akten van overdracht van andere stukken land en buitendijkse grond, behorende tot of gelegen bij genoemde hoeve, 1353-1379, en erfpachtakten, 1389-1638	01-01-1085
20	Akte van overdracht van een viertel (3 morgen) land te Linschoten, 1383, met (erf)pachtakten, 1383-1593, en stukken betreffende over de betaling van de canon gerezen procedures met de heer van Linschoten, 1637-1679	01-01-1085
22	Akte van begiftiging door paus Julius II voor Johannes Theoderici ex Insula met de eerst openvallende kanunniksprebende, 1509, met de akte van tenuitvoerlegging, 1512	01-01-1085
24	Akte waarbij een halve hoeve land te Jutphaas, waarvan 3œ morgen toekomt aan het kapittel, wordt gekaveld, 1380, met een akte van een arrest voor achterstallige pacht, 1740	01-01-1085
26	Akten van eedsaflegging van de kasteleins van het huis te Mijdrecht, 1423, 1433, 1446, 1478, 1534, 1543, 1558, 1566, met betrekkelijke garantie-eed van de proost jegens het kapittel, 1423	01-01-1085
28	Pachtakten van 4 morgen land te Heikop, 1395-1591, met gerechtelijke citatie tot betaling van achterstallige pacht, 1666, 5 charters	1085
30	Acquitten betreffende betalingen, gedaan door Jan van Renesse, en betreffende de vereffeningen van zijn boedel door zijn executeurs, 1587-1623	01-01-1085
32	Akte van overdracht van 7 morgen (à een halve hoeve) land te Linschoten, 1402, met betrekkelijke scheidsrechterlijke uitspraak, 1402, en pachtakten, 1440-1592	01-01-1085
34	Pachtakten van 4 morgen land te Maarssenbroek, 1399-1591, met een akte van verkoop, 1773	01-01-1085
36	Akte van overdracht van een halve hoeve land te Overlangbroek, 1376, met akte van procuratie en retroacta, 1374-1376, en bijbehorende pachtakten, 1407-1553	01-01-1085
38	Akte van overdracht van de helft van een halve hoeve land te Maarssenbroek, 1403, met (erf)pachtakten, 1403-1595	01-01-1085
