	Titel	Datum
0	Akte van transport door de weduwe van Troylus van Dam aan David van Marlot	1656
2	Akte van huwelijkse voorwaarden tussen Carel Vijgh en Johanna Vijgh, 1656. 1 charter	1656
4	Akte, waarbij Judith van Laar, echtgenote van Joachim van Baak, toestemming verkrijgt om vrijelijk te beschikken over het goed Bredewolt in Zwolle, 1656. 1 charter	1656
6	Akte, waarbij Steven van Isendoorn en Steventje Jans, weduwe van Jan Hendriks, een overeenkomst sluiten over het door eerstgenoemde in 1653 verpande Middachtensland op de Eper Enk, 1655. Met akte van verpanding, 1653. 1 charter en 1 stuk	1653
8	Akte, waarbij de Gelderse Rekenkamer investituur en oprukking verleent aan Hendrik van Isendoorn en zijn vrouw Hermelina van Hoecklum van een herengoed, gelegen in de buurschap Noorle, 1690. Met oudere en latere akten van investituur en oprukking en verpanding, 1656-1759. Met kwitantie voor Jura, 1743. 6 charters en 1 stuk	01-01-1656
10	Verlening van rechten aan Willem Alberda door procureur, reçeveur enz. van de Universiteit van Orleans, 1655	1655
12	Schuldbekentenis, groot 1.800,-- car. gulden, ten laste van dr. Anthonius Gerlacius en ten bate van Gerhardt Schaffer, 1652. Afgeloste, 1655	1652
14	Schuldbekentenis, groot 3.000 keizers guldens ten laste van Jebbo Aldringa en Frans van Camminga, ehelieden, ten bate van Jan Thomas, apotheker te Groningen, 1637. Afgelost, 1656	1637
16	Akte van scheiding van de nalatenschap van Geertruid van Valckestein, met stukken betreffende processen voor het keizerlijk kamergericht van Spiers over deze nalatenschap gevoerd, 1615-1655	1615
18	Akte van verkoop door Gerrit Jansen Kabell c.s. aan de kinderen van Johan Verwey en wijlen Antonia Utteweerdt van een rente uit een huis aan de Heerweg te Amerongen, 1655 nov. 30	1655 nov. 30
20	Akte van verkoop door Carel van Gelder aan Godard van Reede van de Valckenaarstienden onder Zuilenstein en Leersum, 1698, met retroakten, 1656 en lijst van tiendplichtige landerijen van Carel van Gelder, opgemeten door Bernard de Roy, 1670	01-01-1656
22	Stukken betreffende de aankoop door Aletta Pater van 10 morgen land, waarvan 5½ in Indijk en 4½ in Reyerscop en Snellenburg, 1722-1723. Met retroacta, 1655-1708.	01-01-1655
24	Akte van vrijwillig gerechtelijk transport door Anthony van Appeldoorn als curator van de boedel van Dirck Ruysch aan Cornelia van de Voort van een huis aan de oostzijde van de Nieuwegracht op de hoek van de Magdalenastraat zuidzijde, 1655	1655
26	1634 mrt. 28, Herman van Beeck en Johan van Beeck, voogden over Elizabeth van Beeck, afgelost, 1655. Met akte van overdracht van deze rentebrief door Margaretha van Beeck aan haar zuster Maria van Beeck, 1636	1634
28	Akte van schuldbekentenis door Wilhelmus Roo en zijn vrouw Maria van den Bongaert aan Maria van Reede, weduwe van Lubbert van Pallaes, van 500 gld., 1647. Met kwitanties, 1649, 1656	01-01-1647
30	Akte waarbij het Hof van Utrecht hem toestemming verleent om ten overstaan van een notaris over zijn goederen te beschikken, 1655	1655
32	Acte waarbij Henderick Willemsen een door hem in verwin verkregen land, de Hubbelinxmate te Loenen, overdraagt aan Olivier Hackfort, met de acten van verkoop 1654, 1655, 1655. 1 charter en 1 omslag	1655
34	Acte waarbij Johan Hendrixsen Foorthuys en zijn vrouw Grytien Jans 2 moldergesaais land te Loenen aan Foorthuys, hem van zijn moeder aangekomen, en waarvan hun oom Marten Jans de helft toekomt, overgedragen aan Olivier Hackfort, 1656. 1 charter	1656
36	Acte waarbij Wyllem Jansen en zijn vrouw Leentyen Bernts een huis c.a. te Loenen verpanden, 1656, waarop in dorso staat, dat in 1659 de pandbrief is overgedragen aan Adam Huygens, secretaris van Doesburg. 1 charter	01-01-1656
38	Acte van overdracht door Wolter Gerrits en Henric Wolters, van de grove en smalle tienden uit het goed De Woeste Hoeve bij Beekbergen aan Olivier Hackfort en diens vrouw Wilhelmina van Bronckhorst, met een duplicaat en de koopacte van 1653, 1655. 2 charters en 1 stuk	1655
