	Titel	Datum
0	Akte betreffende verpachting van tienden onder Nuenen, 1605	01-01-1605
2	Sententie van het Hof van Holland betreff. in inv. nr. 1608 genoemde verkoop	1606
4	Akte van decretale verkoop, waarbij Lieuwe van Juckema van Margareta van Bottnia een hornleger met land, genaamd Munckehuystera te Boxum koopt	1600
6	Akte van vrijwillig gerechtelijk transport door Willem Versteech aan Franchoijs van Honthorst van een huis aan de westzijde van de Schuijtensteeg (Schoutensteeg) tussen de straat en De Drie Vijchgekorven, 1605	1605
8	Akte van scheiding van gemeenschappelijk bezit aan onroerende goederen in het gerecht van Pijlsweert tussen Claes Janss. en zijn vrouw Aeltgen Hermans enerzijds en Frans Claesz. Harthals en zijn vrouw Jannichgen Hermans anderzijds, 1605	1605
10	Acte waarbij de echtelieden Johan Becker(?) Lucasz. 3/4 deel van het goed Vunderinck onder Almen overdragen aan de echtelieden Johan Christiaens te Zutphen, 1642. Met een oudere acte van overdracht, 1605. 2 charters	1605
12	Acte waarbij de 3 kinderen van wijlen Adriaen van Lanscroon en Wendelmoet van Bremen door de Staten van Utrecht beleend worden met 18 morgen in Overlangbroek, 1625. Met oudere acten van belening, 1569, 1610 en 1612, en acten van hypothecatie op dit leen, 1605, 1610. 6 charters	01-01-1605
14	Schepenakte van transport door Cornelis Ariaensz. Luchtenburg aan de heilige geestmeesters van een stuk land gelegen in Maasdam	1590
16	Schepenakte van transport door Johan Baelen aan de heilige geestmeesters van een stuk land gelegen in Bonaventura	1606
18	"Akte van vrijgeleide van prins Maurits voor ""het oude klooster"" in Breda, 1606"	1606
20	Akten van verdeling, van nalatenschappen Geerling W. van Engelen, Jenneke Loeff en Corneliske G. van Wijk, tussen hun kinderen, 1606 - 1607	1606
22	Akte van schadeloosstelling door de Staten van Holland aan het stadsbestuur voor de verkochte los- en lijfrenten	1605
24	Schepenakte van transport door de Staten van Holland aan het stadsbestuur van een losrentebrief	1605
26	Schepenakte van transport door de Staten van Holland aan het stadsbestuur van een losrentebrief	1606
28	Akte van overdracht voor de schepenbank Venlo door Winand van Oeyen en Marie van Vogelsanck aan Mathijs van Litt en Maria Bijll van drie morgen land in de Reunnitscamp	1605
30	Huwelijkscontract tussen Allert Jensema en Gese Alberda, 1605	1605
32	Akte van overeenkomst tussen de tiendplichtigen van het kapittel van Onze-Lieve-Vrouw te Heugem en de tiendplichtigen van het Luikse kapittel van de H. Martinus te Breust inzake de tiendplicht van 1½ bunder land, toebehorend aan de kloosters van de Predikheren en Kruisheren te Maastricht en gelegen te Breust tussen twee wegen die respectievelijk naar Oost en Eijsden leiden, 1605	1605
34	"Schepenbrief van Venlo waarbij Goert en Neesken Rants, broeder en zuster, ten behoeve van Antonius Corneliss en Gatarina van Beringen, echtgenoten tot ""wherschap"" van een hun door eerstgenoemde verkochte halve morgen land te Lum, onder de heerlijkheid Aerssen, stellen een ""coelgaerde"" groot 7 roeden liggende buiten de Loerpoort"	1606
36	Huwelijkscontract tussen Wilhelm Coenders en Elisabeth Rolteman, 1606	1606
38	Akte van overdracht door Swijter Hindricx en Johan Pieters in de Grote Harkstede aan Swier Clandt te Scharmer en Johan de Mepsche e.l. van een half redgerrecht in de Grote en Kleine Harkstede en van een schepperschap vallende op hun heerd in de Grote Harkstede, 1606	1606
