	Titel	Datum
0	Akte waarbij priorin en convent van Vrouwenklooster verklaren van hun medezuster Wouborch van Suutphen bij haar intrede te hebben ontvangen 61 zwarte Tournooise ponden voor de aankoop van 6 morgen land te Gerverscop, met specificatie van de bestemmingen van de daaruit verkregen renten en aan de keerzijde een aantekening betreffende de bestemming van dit goed, 1316 jan. 21	1316 jan. 21
2	Akte van erfverhuring door Lambertus, zoon van Wilhelmus Radermeker, aan kanunnik Johannes Beyart van een huis te Tweebergen, naast het huis van Johannes Beyart gelegen, voor 44 Luikse solidi en twee kapoenen jaarcijns, 1316 april 18. reg. Doppler Schep. nr. 141	01-01-1316
4	Akte van attestatie door de schepenen van Sint-Pieter inzake de overdracht door wijlen Mechtilda, begijn, aan het kapittel van Onze-Lieve-Vrouw van een rente van 15 solidi ten laste van haar erfgoederen te Sint-Pieter, 1316	1316
6	Arbitrale uitspraak van bisschop Guy in het geschil tussen de proost en Johan Rotards en Willem Godfriedsz, over achterstallige pacht van landerijen op het Hoogland, 1316, met een vidimus van de op grond van deze uitspraak tussen hen en de proost gesloten nadere overeenkomst uit 1316, 1325	1316
8	Stukken betreffende de aankoop of verkrijging in erfpacht van goederen van het kapittel van St.-Marie te Utrecht door Harderwijkse burgers en geschillen daarover, 1316-1487 4 charters	01-01-1316
10	1315 Maart 25Clais van Delf, gardiaan der Minderbroeders te Middelburgh, geeft vidimus van een brief d.d. 1287 Augustus 15 (zie nr. 87). Int jaer ons Heren als hier vorscreven es (duzend driehonderd ende vichtiene des Dinxendaghes in de Paschedaghe)	1315
12	Handvestboek van de Reijerwaard houdende afschriften van 38 akten uit 1316-1540. Uit het midden van de zestiende eeuw. Het betreft: - Handvesten verkregen van de landsheer (de graaf): 1333 (nr 12, n.a.v. geschil met Zwijndrecht), 1342 (nr 5, n.a.v. verkoop heerlijkheid aan Polanen), 1368 (nr 11, n.a.v. stormvloed in december 1367), 1375 (nr 6, n.a.v. inbraak), 1403-1405 (nrs 7-10, n.a.v. herdijking) en 1427 (nr 13, vergaderingen voortaan in Dordrecht). N.B. voor een ander afschrift van de tekst nr 7 en 8, zie inv.nr 4, teksten 3 en 4. Voor afschriften van een ongedateerde vidimus, van de prior en het convent van Eemstein, betreffende deze handvesten zie inv.nr 4, tekst 7 alsook inv.nr 417, f.22. - Handvesten van de ambachtsvrouwe: 1443 (nr 20) en 1446 (nr 21, voor het origineel zie inv.nr 31, voor een ander afschrift zie inv.nr 4, tekst 5). - Uitspraak van de stad Dordrecht inzake een geschil over tijdelijke vrijstelling van het halftiend, 1443 (nr 19, voor het origineel zie inv.nr 76). - Overeenkomsten: één inzake het schouwen en onderhouden van waterkeringen in Ridderkerk en Oost-Ijsselmonde: 1446 (nr 22) alsmede één inzake de verhuring van het Ronde Zand, 1540 (nr 37). N.B. voor de aanvulling in 1591 van de overeenkomst uit 1446 zij verwezen naar inv.nr 716. - Verlijbrieven aan Roeland van Uutkerke: 1427 (nr 14), 1428 (geïnsereerd in nr 15), 1429 (nr 16), 1430 (nr 17), 1439 (nr 15 en 23), 1440 (nr 18 en 25), 1441 (nr 27, 26 en geïnsereerd in nr 24) en 1442 (nr 24). - Overige verlijbrieven van de heerlijkheid Ridderkerk: 1442 (nr 28) aan Margriete van Comene, 1446 (nr 29) aan Johanna van Uutkerken, 1470 (nr 30) aan Wolfert van Borselen, 1489 (nr 31) aan Anna van Borselen, 1494 (nr 32) aan Margaretha van Brederode en 1508 (nr 33) aan Françoise van Brederode, - Acht afschriften betreffende de visserij (-rechten): 1316 (nr 34), 1318 (nr 1), 1325 (nr 2), 1330 (nrs 3-4), 1458 (nr 35), 1536 (nr 36) en een ongedateerd afschrif	01-01-1316
14	Akte van scheiding van de nalatenschap van Wessel van den Boetzelaer, 1316 aug. 10	1316 aug. 10
16	Akte waarbij graaf Reinald aan de inwoners van Hesel, Est, Opinen, Nederinen, Hire, Tule en Haeften een watergang van de Mark tot de Linge geeft, 1316. Met een notarieel transumpt, waarbij een vertaling geïnsereerd is, 1438. 2 charters	01-01-1316
18	Opdracht van het huis te Vorden met vijver, tol, molens, een plaats, genaamd Kotersgarden enz. door Stephanus van Vorden, zoon van Sweder van Vorden en diens echtgenoot, Mariana, aan hunnen oom Theodorus van Vorden. De zegels van Stephanus van Vorden, van den Heer van Keppel van Eligherus van Hekeren ontbreken, 1315 november 7. (Feria sexta post omnium Sanctorum). 1 charter	01-01-1315
20	Akte van afstand door Hendrik van Almelo ten behoeve van zijn neven Egbert en Johan van Almelo van al zijn rechten op het huis te Almelo in ruil voor enkele andere rechten en goederen, 1316.	1316.
22	Akte waarbij de graaf van Bentheim zijn hof te Rechteren ruilt met Herman van Voorst voor twee erven te Dalfsen, 1315.	1315.
24	De officiaal te Traiectum en Henricus, abt van het klooster van St. Paulus te Traiectum geven vidimus van de bul van paus Alexander IV d.d. 1260 mei 15 (Reg.no. 8)	1315
26	Vidimus van een acte van 1260, waarbij paus Alexander IV de bul van paus Gregorius IX vernieuwt, waarin deze bepaalt, dat de Orde van St. Jan geen belaste goederen mag koopen of aanvaarden, en dat de orde vrij zal zijn van de betaling van tienden, 1315. 1 charterN.B. Reg.no. 34.	1315
28	Eigendomsbewijs voor de commanderij te Arnhem van de goederen onder Malburgen, afkomstig van Henricus Hazart en Gerardus Pinnekiin, met hun beider vrouwen, 1316. 1 charterN.B. Reg.no. 35.	1316
30	Privilegiebrief, waarbij Reinald I, graaf van Gelre, het kapittel van Sint Walburg bij gelegenheid van de verplaatsing van Tiel naar Arnhem begiftigt met zijn huis aldaar en het eenige voorrechten verleent, 1315. 1 charterN.B. Reg.no. 1.	01-01-1315
32	Akte van overdracht door Petrus Peders aan de kapel van de heilige Vincentius van twaalf Luikse denarii jaarcijns op zijn huis naast de kapel van de heilige Amor, voor de jaargetijden van zijn ouders, 1315 november 7. afgedr. bij Doppler Schep. nr. 133	01-01-1315
34	Akte van overdracht door Petrus Peders, priester, ten behoeve van het licht van de kapel van Sint-Jacob, van zes Luikse denarii jaarcijns op zijn huis naast de kapel van de heilige Amor, voor het jaargetijde van zijn vader, 1315 december 2. reg. Doppler Schep. nr. 136	01-01-1315
36	Akte van overdracht door Yda, begijn, zuster van wijlen Macharius Bessemere, ten behoeve van het altaar van de heilige Petrus in de grote crypte, van zeven Luikse solidi jaarcijns op een huis in de Sint-Antoniusstraat, voor het jaargetijde van Macharius en Yda. Met retroacte, 1315., 1316juli 29. reg. Doppler Schep. nrs. 131, 130	01-01-1315
