	Titel	Datum
0	Bovenste twee regels van een akte van vidimus door Johan abt van St. Paulus en Johan de Visscher, deken van Oudmunster te Utrecht, 1306	1306
2	Akte van overdracht door Mychael, rector van het altaar van de H. Martinus, aan Gerardus de Wic van een rente van 20 solidi ten laste van 2 huizen te Maastricht, 1306	1306
4	Verklaring door Giselbert van Loen, dat hij in waarheid niet voor fl. 1000 maar voor fl. 500 aan het kapittel 64 morgen land te Zaltbommel en Gameren verkocht heeft, zijnde die hogere prijs in de overdracht vermeld ter uitsluiting van naastingsrecht, 1306, met verklaring van dezelfde, dat hij de vorderingen van het kapittel ten aanzien van de goederen te Zaltbommel, Gameren en elders erkent, 1306, 1310	1306
6	Statuten voor het snijders- en bontwerkersgilde te Groenlo, verleend door pastoor, rechter en schepenen aldaar, 1306, met afschrift en vertaling, (18e eeuw)	1306
8	Acte waarbij Theodoricus genaamd Doys van Halt, zoon van wijlen heer Otto Boule, ridder, met zijn vrouw Hadewig en zijn broeders Otto van Haelt en Borgardus aan heer Willem van Dornik, ridder, al hun goederen in het kerspel Doornenburg overgedragen, 1305. 1 charter	01-01-1305
10	Eigendomsbewijs voor de commanderij te Arnhem van eenige goederen onder Brummen en Rienderen, afkomstig van wijlen Theodericus van Nyenbeek, 1297. Met oudere acten betreffende den eigendom, 1295, 1296 en met twee latere acten van afstand van rechten, 1302, 1305, 1295, 1296, 1297, 1302, 1305. 6 chartersN.B. Reg.nos. 17, 18, 19, 20, 23 en 27.Vgl. Gelre, Bijdr. en Med. XIII (1910), blz. 221.	01-01-1295
12	Eigendomsbewijs voor de commanderij te Arnhem van eenige goederen in Bovendorp en den molen onder Oosterbeek, afkomstig van Arnoldus van Nyenbeek, commandeur te Arnhem, 1304. Met oudere acten betreffende den eigendom, 1281, 1298 en een latere acte van afstand van rechten, 1305, 1281, 1298, 1304, 1305. 4 chartersN.B. Reg. nos. 15, 21, 25 en 28.	01-01-1281
14	Kwitantie van 150 Toursche ponden, afgegeven door Herbertus van Putten ten behoeve van Gerardus van Colonia, commandeur te Arnhem, 1305. 1 charterN.B. Reg.no. 29.	1305
16	Akte van overdracht door Hyldebrandus, zoon van wijlen Hyldebrandus schepen van Maastricht, aan Henricus de Molendino van dertig Luikse denarii jaarcijns op een huis in de Platielstraat, 1305 mei 11. reg. Doppler Schep. nr. 57	01-01-1305
18	Akte van overdracht door het kapittel aan Jan van den Dael, ten behoeve van de brooduitdeling op het feest van Onze Lieve Vrouw presentatie, van 33 grote roeden land te Millen. Met retroacta, 1431, 1463., 1498 maart 28. reg. Doppler Schep. nrs. 1307, 1305-1306	01-01-1305
20	Akte van arbitrage in een geschil tussen het kapittel en de heer van Horn over hun beider rechten te Weert, 1306 december 19. reg. Doppler nr. 248	01-01-1306
22	Testament van Henricus de Houthurne, kanunnik van het kapittel van Sint-Servaas te Maastricht, met onder meer een legaat van 50 pond voor de kerk van Onze-Lieve-Vrouw, ten behoeve van zijn jaargetijde, 1306	1306
24	Bevelschrift van hertog Jan II van Brabant, waarbij hij zijn voogd, schout en schepenen te Maastricht verbiedt geestelijken gevangen te nemen, te verbannen, voor het wereldlijk gerecht te brengen of zich met hun misstappen te bemoeien, terwijl hij hun gebiedt, dat, als zij soms een geestelijke gevangen genomen hebben, zij deze onmiddellijk moeten overgeven aan de deken en het kapittel van Sint-Servaas, 1306 juni 21. reg. Doppler nr. 247	01-01-1306
26	Akte van overdracht door Henricus Tessites, priester, aan het kapittel van dertien Luikse solidi jaarcijns op een huis in de Kleine Stokstraat, voor het jaargetijde van zijn broer Wilhelmus, 1306 november 12. reg. Doppler Schep. nr. 58	01-01-1306
28	Akte van overdracht door Arnoldus, kapelaan van het altaar van de heilige Nicolaus, aan zijn zwager Paulus, zoon van Amelius de Susghen, van de goederen genaamd Dunckels, gelegen op de Kommel, 1306 november 26. reg. Doppler Schep. nr. 59	01-01-1306
30	Acte, waarbij de gravin van Gelre de schenking van een molen te Gendringen en een hof onder Mechelen door den graaf van Gelre aan den heer van den Bylandt bekrachtigt, 1305. 1 charter	1305
32	Eigendomsoverdracht aan het Duitsche Huis van dieren van een kamp land, genaamd de Ocmerscamp, in Beinum in de kerspel van Doesburg, welk land aan de verkoper weer in erfpacht wordt gegeven, c. 1306 september 1. 1 charterN.B. Zonder jaar. In het Nassause Domeinarchief berust van dezelfde datum een acte met dezelfde strekking.	01-01-1306
34	Erfpachtbrief van een kamp land, genaamd Benscamp, in Beinumerholt in de kerspel van Doesburg, 1305. 1 charter	1305
36	Ruiling van Gudekina, dochter van Theodericus gezegd Werensunc, eigenhorige van het Duitsche Huis van Dieren, tegen Gertrude, dochter van Riquinus van Engelradis, eigenhorige van de graaf van Gelre, en machtiging voor Theoredericus Theodericuszoon gezegd Werenzunc om met genoemde Gertrude te trouwen, 1305. 1 charter	1305
38	Acte waarbij Roldolfus van Dydhem Engelkin, zoon van Gerard Bavencoep, ontslaat uit de horigheid, 1306. 1 charter	1306
