	Titel	Datum
0	Akte van bekrachtiging van een vonnis van Evert Hubbeldinge in een geschil tussen de abt en Ydsen te Burum, 1485.	01-01-1485
2	Huwelijks-contract van Eberhart Geyer en Cunigunda von Sawensheim	1486
4	Donation du seigneurie de Nanilly, Montignie et Salanges, en Bourgogne, par l'empereur Maximilien I à Bauduin, batard de Bourgogne	1486
6	Akten van verkoop door de erfgenamen van Herman Enzerink aan Hayo Ripperda c.q. zijn weduwe Henrica Hackfort van het goed Enzerink, 1559, met retro-acten, 1485, 1557. 4 charters	01-01-1485
8	Johan van Weerdenborgh Johansz, 1486 1 charter	01-01-1486
10	Akte van transport door Cornelis Aelbertssoen en zijn vrouw Yefgen aan Elsabeen, weduwe van Henrick Janssoen, van een halve rente, vermeld in een getransfigeerde akte, 1486	1486
12	Akte waarbij Jacop Jansz., gerechtsbode in de Tielerwaard, ten overstaan van het gerecht van Deil onder ede verklaart te hebben gedagvaard Gysbert van Giessen wegens het onrechtmatig uitgeven van een rente, alsmede Peter van der Meer bastaard die Jonge als getuige in deze zaak, 1485	1485
14	Akte van overdracht door Jan Splinterszone aan het klooster Nieuwlicht van 2 morgen land in De Twaalf morgen in het gerecht van Melis van Amstel en Mijnden te Kortrijkerveld in Ruwiel, 1486. Met retroactum, 1444	1444
16	Akte van transport door Johan Lubbertssoen en zijn vrouw Alijt aan Gerijt Peterssoen van Merenborch van een rente van 12 pond, 16 schellingen en 3 penningen, nader omschreven in een getransfigeerde akte, 1485	1485
18	Schepenakte waarbij door de heilige geestmeesters, Pieter Vos, Willem Adriaensz. van den Sprange en Lauris van den Hout het gebruik van een stuk land gelegen in de vrije hoeve van Capelle wordt geregeld	1486
20	Testament van Hillegondis, dochter van Wilhelmus Barniers en echtgenote van Bertoldus van Heusden, verleden voor broeder Jacobus Marsmans, investiet kerk van Gemert, waarbij zij schenkingen doet, ondermeer aan kerk van Gemert, 1485	1485
22	Akte van verklaring, door rechter en heemraden van Almkerk, van overdracht in erfpacht, door Peter van Diemen, prior, aan Jan van Klootwijk Reijnaartszn, van land onder Almkerk, 1486	1486
24	1485-01-03. 1485 januari 3Schepenen van Heusden geven vidimus van 2 akten van 1448 maart 29 en april 1 (regestnrs 806, 807), waarvan 2e door de 1e gestoken isOrigineel (inventarisnr 196)Met schepenzegels Hille van Oudheusden Hackenszn en Dirk Spiering van Wel WillemsznGehecht aan akte van 1474 juli 6 (regestnr 1243)	01-01-1485
26	1485-01-23. 1485 januari 23 Acta fuerunt hec in opido de Buscoducis in domo habitationis sue ad Forum Piscium situataSanderus Pieck de Batenborch, geestelijke bisdom Keulen en notaris Hof van Luik, instrumenteert, dat Elizabeth, weduwe Wilhelm Huismans, inwoonster stad, haar testament heeft gemaakt, waarbij zij vermaakt aan:kerkfabriek Sint-Lambert in Luik 10 stuiver / klooster Mariëndonk erfpacht van 2 mud rogge uit erfgoederen in Boxtel, erfcijns van 6 Franse kroon op 's-Hertogenbosch en erfcijns van 4 rijnsgulden op Wilhelm de Erp, ridder, uit goederen in Aarle-Beek; verder geeft zij dit klooster 50 rijnsgulden te vorderen op Sanderus, priester, voor door dit convent in 's-Hertogenbosch te stichten refugiehuisGevidimeerd in Brabants Boek van Vidimus (inventarisnr 88) folio 36rKopie in perkamenten cartularium (inventarisnr 121) folio 33rOrigineel was voorzien van handmerk notaris	01-01-1485
28	1485-08-10. 1485 augustus 10Balduwinus Baax, priester bisdom Luik en officiant in Vlijmen, oorkondt, dat Jutta, vrouw van Henrik Priem in Vlijmen, met toestemming van haar man, aan wie zij vruchtgebruik geeft, vermaakt aan prior klooster Mariënkroon:cijns van 1/2 mud tarwe uit haar goederen, namelijk huis en erf en 31/2 hond bij Vlijmen op de HeideOrigineel (inventarisnr 519)Met fragment-zegel oorkonderGedeeltelijk gevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 134	01-01-1485
30	1485-09-02. 1485 september 2Schepenen van Woudrichem oorkonden, dat Gooswijn van Herentals zich heeft laten rechten wegens achterstal van 100 rijnsgulden tegenover Robbert Fane aan:boomgaard in Kerkstraat / 3 huizen met 2 schuren in stad / 5 merries met 2 veulens / 13 morgen in Babyloniënbroek / 13 morgen met huizen en schuren in Sleeuwijk (Werkendam) / 13 morgen in Oude Polder van Woudrichem in Heijningen, welke percelen geschat worden op 2300 rijnsgulden, waarna Gooswijn voornoemd de hand erop legdeOrigineel (inventarisnr 175)Met schepenzegels Danckaart Janszn, Dirk van Dockenbeck en Marten JansznMet transfix van 1488 juli 12 (regestnr 1481)	01-01-1485
32	1485-10-11. 1485 oktober 11Schepenen van Heusden oorkonden, dat Melis Dirkszn afstand heeft gedaan, voor Jan van den Bosch, prior klooster Mariëndonk, van:pacht van 16 vat rogge uit 1/4 hoeve onder Vlijmen / 1 Franse kroon uit huis in Heusden aan Hoogstraat / 11/2 kroon uit hetzelfde huis / 1 schild uit 41/2 morgen in Engelen / 1 wilhelmusschild uit land in VeenOrigineel (inventarisnr 571)Met fragment-schepenzegel Aarnt Spierink van Aalborg, dat van Jan Robbert Jan Hugenszn is afgevallenGehecht aan akte van 1387 november 15 (regestnr 172)Kopie in groot cartularium (inventarisnr 120) pagina 172 (tekst geeft hier in plaats van 'rogge' het woord 'gort')Gevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 132r	01-01-1485
34	1485-10-15. 1485 oktober 15Schepenen van Heusden oorkonden, dat Gertrud, weduwe Aarnt van Wijk Dirkszn, heeft overgegeven aan klooster Mariënkroon:1 morgen onder Herpt in OphovenOrigineel (inventarisnr 310)Met schepenzegels Hannairt van Wijk en Jan Robbert Jan HugensznGehecht aan akte van 1433 maart 18 (regestnr 594)Gevidimeerd in Hollands Boek van Vidimus (inventarisnr 87) folio 32	01-01-1485
36	1485-05-02. 1485 mei 2Schepenen van 's-Hertogenbosch geven vidimus van akten van 1470 augustus 20 (regestnr 457) / 1483 februari 4 (regestnr 507) / 1484 april 4 (regestnr 518) / 1485 februari 17 (regestnr 521) / 1484 maart 3 (regestnr 516) en oorkonden dat Hubertus, zoon van Johan Baumans, erkend heeft gevidimeerde akten te bewaren, ten behoeve van hemzelf en van Jacob de Doermalen, zoon van WilhelmOrigineel inventarisnr 342Met schepenzegel Theo van Borchgreve, dat van Gooswin van den Heesakker is verloren	01-01-1485
38	Akte van vestiging van een lijfrente voor schepenen van Bunschoten door Aart Meyngenz. ten behoeve van Geertgen, weduwe van Peter Gijsbertsz, 1486	1486
