	Titel	Datum
0	Akte van transport van 4 morgen land door Jacoba Vinkestein aan Samuel van Hoogstraten	1791
2	Akte van transport van 7 morgen 100 roeden land door Jacoba Vinkestein aan Samuel van Hoogstraten	1806
4	Akte van hypotheek t.l.v. Cornelis Kroes en t.g.v. de gaardermeester van Demmerik en Vinkeveen op vier morgen land aan de Veldezijde te Vinkeveen	1805
6	westzijde Bagijnestraat, Frederik Miebis.	1782
8	oostzijde Korte Houtstraat, Johannes Timmermans.	1806
10	Akte van hypotheek t.l.v. Pieter van der Geest te Zwammerdam en t.g.v. Frederik van Vliet te Voorschoten op een huismanswoning c.a. aan de Hoge Rijndijk te Hazerswoude	1806
12	Akte van verkoop en overdracht door Cornelis Smedes en Anna de Menalje, echtelieden, aan Aike Freeseman, weduwe Burhoven van een behuizing aan de Herestraat oostzijde, hoek Carolieweg, 1805. Met retroacta, 1798, 1781	1805
14	Idem door Aldert Hemsink van een soortgelijke woning bij het provinciaal verlaat bij Gaarkeuken, 1806	1806
16	Huwelijkcontract tussen mr. David van Hees, zoon van mr. Johan Ignatius van Hees en Hester Claudina van Rooijen, ehelieden en Maria Beerta de Drews, dochter van mr. Johan de Drews en Margaretha Bouwina van Lewe van Middelstum, ehelieden, 1806	1806
18	Akte van verkoop en overdracht door J. Geertsema en G. Suitmans, echtelieden, aan J.J. Pichler en H.J. Perdoel van een huis in de Herestraat westzijde, 1805, Met retroacta, 1794, 1763	1805
20	Verklaringen omtrent de krankzinnigheid van Frederik Willem van Reede, 1805-1809, met akte van curatele en akte waarbij koning George III aan Reinhard D.J. van Reede het beheer over de goederen in Groot-Brittannië en Ierland opdraagt, 1810	01-01-1805
22	Eigendomsbewijs betreffende een grafstede in het middenschip van de Regulierenkerk ten behoeve van P. Hoofakker en zijn vrouw I.A. van Spankeren, 1805	1805
24	Meerderjarigheidsverklaring (venia aetatis) door het departementaal bestuur van Brabant voor Hester Catharina Henriëtta des Tombe, 1805 mrt. 28	1805
26	Bul van de Universiteit van Leiden voor Pierre Philippe Quarles van Ufford als doctor in de rechten, 1805 aug. 23	1805 aug. 23
28	Brief van de secretaris van het bestuur van de studentenvereniging Per Angusta ad Augusta, verbonden aan de Universiteit van Leiden, ingekomen bij Pierre Philippe Quarles van Ufford over zijn toelating als (gepromoveerd) buitengewoon-lid tot de vergaderingen van voornoemde vereniging, met een bijlage en een diploma waarin het recht op toelating wordt vastgelegd, 1806	1806
30	Akte van transport ten overstaan van schepenen van Edam door regenten van het Armenweeshuis, t.b.v. de drie kinderen van wijlen Fredrik Windel en Geesje Schonewil, aan Dirk van der Velde van een huis en erf op de hoek van de Spuijbrug te Edam, 1806	01-01-1806
32	Akte van lastgeving door Gedeputeerden Departementaal Bestuur van Holland, voor Johannes Nicolaas Phijffer in Gorinchem, als hoogheemraad Lande van Arkel beneden de Zouwe, 16 april 1806	16 april 1806
34	Akte waarbij Willem Zeelandus van Borssele, heer van de heerlijkheid Borsele, Jan Rottier beleent met de tienden gelegen in de Stadthoek te Borsele, 1805. 1 charter	1805
36	Brief aan de Rijksarchivaris in de provincie Groningen betreffende de schenking van een charter uit 1805; concept, z.j.	1805
38	Stukken betreffende verkrijging van vrijdom van verponding en andere lasten, 1743-1805 ca	01-01-1743
